distance_km,observed,lower,upper
3.4,1.4051649359878338,-0.2753016337313693,0.2753016337313693
3.45,1.4233446657489977,-0.2753016337313693,0.2753016337313693
3.5,1.4239712583954824,-0.2753016337313693,0.2753016337313693
3.55,1.4445165419752029,-0.2753016337313693,0.2753016337313693
3.6,1.4477843671574573,-0.2753016337313693,0.2753016337313693
3.65,1.46870398994061,-0.2753016337313693,0.2753016337313693
3.7,1.4761822032351484,-0.2753016337313693,0.2753016337313693
3.75,1.523463400841394,-0.2753016337313693,0.2753016337313693
3.8,1.5344030080061493,-0.2753016337313693,0.2753016337313693
3.85,1.5601602749405157,-0.2753016337313693,0.2753016337313693
3.9,1.5695917235271946,-0.2753016337313693,0.2753016337313693
3.95,1.5952790158914867,-0.2753016337313693,0.2753016337313693
4,1.601755596032078,-0.2753016337313693,0.2753016337313693
4.05,1.617544195148679,-0.2753016337313693,0.2753016337313693
4.1,1.6246088974851665,-0.2753016337313693,0.2753016337313693
4.15,1.664753791133934,-0.2753016337313693,0.2753016337313693
4.2,1.6766017172252488,-0.2753016337313693,0.2753016337313693
4.25,1.6834952736621072,-0.2753016337313693,0.2753016337313693
4.3,1.705072118503186,-0.2753016337313693,0.2753016337313693
4.35,1.712237389399791,-0.2753016337313693,0.2753016337313693
4.4,1.7157745565920886,-0.2753016337313693,0.2753016337313693
4.45,1.7204998540011283,-0.2753016337313693,0.2753016337313693
4.5,1.7382332908418303,-0.2753016337313693,0.2753016337313693
4.55,1.7449431875571517,-0.2753016337313693,0.2753016337313693
4.6,1.7542428894543,-0.2753016337313693,0.2753016337313693
4.65,1.7572341726714094,-0.2753016337313693,0.2753016337313693
4.7,1.7697718435584275,-0.2753016337313693,0.2753016337313693
4.75,1.781819674114291,-0.2753016337313693,0.2753016337313693
4.8,1.8148272100780705,-0.2753016337313693,0.2753016337313693
4.85,1.8368947507919111,-0.2753016337313693,0.2753016337313693
4.9,1.865337672132726,-0.2753016337313693,0.2753016337313693
4.95,1.884690937902772,-0.2753016337313693,0.2753016337313693
